#{"t_start": 1775311724.411631, "env_id": "None"}
r,l,t
14.83,3,37.891702
17.85,5,37.903828
38.250833,8,37.924366
37.64,12,37.952069
27.251429,15,37.986529
24.961111,9,38.006802
25.063158,11,38.033941
47.648333,11,38.06077
21.08,10,38.084324
30.028667,5,38.096514
23.96,5,38.108858
34.280536,8,38.129735
17.188,4,38.139096
32.337857,8,38.158541
24.655,8,38.176623
34.379474,10,38.199084
18.426667,7,38.215036
10.21,5,38.229388
2.581053,13,38.259856
31.59,5,38.271961
35.29,9,38.292432
35.609286,4,38.302877
21.39,5,38.315486
8.176667,5,38.327889
37.621429,12,38.357901
10.375263,14,38.390666
16.75,6,38.404221
37.09,7,38.420632
29.57875,10,38.445067
20.702,5,38.457476
32.94875,8,38.476877
17.156,3,38.484133
34.41625,9,38.504886
38.508111,17,38.547867
30.629286,10,38.571495
7.217842,6,38.585206
27.81,13,38.613995
50.782946,6,38.628192
20.5,8,38.648888
36.032,17,38.686913
22.59,9,38.707351
19.057333,8,38.725711
27.9925,8,38.746436
-4.61,7,38.762761
14.457143,8,38.782512
20.046667,6,38.796655
35.740333,8,38.81539
38.37,13,38.847774
11.136526,9,38.868222
31.31,7,38.88498
23.353333,12,38.91322
14.33,4,38.923477
26.471833,10,38.949024
33.7,7,38.96593
36.702679,13,38.995649
44.382143,12,39.023023
30.644667,7,39.03894
19.78,14,39.074212
28.176842,11,39.098733
32.884435,8,39.116935
16.896667,3,39.124842
18.0675,11,39.15208
31.98,4,39.161363
37.6,10,39.186346
21.844667,8,39.205376
36.765,6,39.219489
36.396,6,39.233165
8.806667,3,39.24047
24.72,16,39.277941
36.972,10,39.300453
24.959333,4,39.309653
53.586607,4,39.319058
38.635,6,39.33342
43.5025,10,39.357902
40.208,7,39.373781
36.085556,9,39.395953
12.93,10,39.418329
-7.03,1,39.420916
5.486429,8,39.43909
11.922632,17,39.479349
16.572053,7,39.49491
37.5825,9,39.518517
36.394,16,39.555084
48.325893,14,39.587462
42.08,10,39.608202
18.973333,12,39.634972
48.4595,8,39.653373
54.5525,11,39.679575
19.279643,5,39.691687
37.998571,8,40.413857
25.865,9,40.43409
26.096667,4,40.443792
21.138,13,40.473016
23.075,7,40.490957
31.400685,10,40.514992
26.72,8,40.533676
47.18875,7,40.550252
47.6775,5,40.561981
34.014,9,40.582543
47.994167,8,40.604103
27.938637,13,40.633324
34.297143,5,40.644783
21.49,17,40.683883
35.677368,14,40.716
26.99253,10,40.738877
32.903333,5,40.750681
43.04,7,40.767208
26.61,13,40.799944
16.743333,4,40.809639
13.1,15,40.843211
46.965893,12,40.870625
15.75,5,40.882223
40.335536,6,40.898758
49.429107,9,40.919915
24.629333,5,40.931571
33.571071,8,40.949447
47.51625,8,40.970865
36.47,6,40.985436
32.71,13,41.020553
44.498917,4,41.030406
30.516786,11,41.056559
52.139107,11,41.083981
47.68875,9,41.108071
27.42,5,41.12055
50.145833,6,41.134797
34.431852,7,41.150839
38.82,6,41.165614
29.28,5,41.177612
51.498333,6,41.191933
31.483889,10,41.219167
37.1325,7,41.236043
30.75622,6,41.249688
46.476667,7,41.266158
36.22,10,41.288994
40.992946,5,41.300864
34.777778,10,41.32687
33.866071,8,41.344976
29.72,10,41.367837
47.33875,10,41.390982
38.165,11,41.418232
14.83,3,41.425149
53.586607,4,41.434404
37.235,7,41.450567
-8.02,4,41.459317
51.442946,4,41.469581
10.058667,4,41.479194
32.75875,14,41.515656
44.620857,7,41.534883
34.048,8,41.552973
28.124315,8,41.571753
38.167143,6,41.585246
38.724286,5,41.596628
14.855804,3,41.604058
30.66,8,41.625898
41.71,8,41.643351
35.99,12,41.670215
41.45,4,41.679512
32.482393,4,41.688854
39.43,9,41.709361
13.56,18,41.754863
26.3425,12,41.784628
28.628393,11,41.810547
14.195804,5,41.824927
48.4575,6,41.838726
24.426,3,41.845956
50.502143,9,41.867076
37.263571,5,41.880063
38.370833,10,41.904013
20.39,5,41.915606
17.388333,9,41.939646
23.16,8,41.95777
39.578333,4,41.967118
44.62,9,41.989893
25.796,4,41.999341
23.145461,17,42.040339
19.835,12,42.067868
22.63375,9,42.091409
29.119167,5,42.103987
37.384333,7,42.120109
0.02,7,42.140634
28.666429,4,42.150403
38.23875,9,42.17171
27.354737,9,42.193727
6.814444,11,42.220472
-1.57,9,42.245133
11.053333,6,42.25893
44.714107,7,42.274992
39.664,11,42.300956
26.7425,9,42.322335
15.844643,9,42.346597
11.453571,9,42.367917
29.3625,5,42.381012
37.678214,5,42.392973
33.428929,17,42.432703
36.995,6,42.449339
19.905714,11,42.475079
50.17,5,42.488539
41.528214,16,42.527238
34.942857,9,42.55106
33.369554,4,42.560863
38.299444,9,42.58156
22.396,6,42.596679
4.507895,9,42.618224
38.4775,8,42.637699
-7.03,1,42.640533
32.905556,9,42.664444
38.475,5,42.676362
44.7075,7,42.693129
34.866429,8,42.71135
40.864,9,42.732893
9.562,3,42.740867
42.15,10,42.767501
21.43,11,42.793689
43.147857,9,42.813901
36.941353,12,42.842795
20.972778,6,42.860759
34.410526,8,42.880808
39.014038,10,43.629125
13.915,10,43.652458
50.415833,7,43.672083
23.993571,9,43.693932
26.929,4,43.704912
35.36,7,43.721564
36.915119,11,43.747255
26.453684,10,43.771709
35.910414,9,43.795897
8.372667,6,43.811139
48.148333,5,43.823552
30.35,15,43.857077
34.261111,9,43.881407
10.8375,7,43.898385
22.646667,9,43.92024
39.77,5,43.932412
8.722,5,43.944527
21.243833,8,43.963364
28.570526,10,43.989142
16.866316,16,44.02755
34.8825,5,44.039011
39.009554,6,44.053221
34.85125,9,44.074704
36.172058,12,44.107466
49.893333,6,44.122671
30.938543,13,44.152722
19.066667,10,44.17559
28.5475,6,44.193832
-4.28,6,44.20903
37.53,8,44.228216
19.142,3,44.235327
25.146667,9,44.255631
40.936667,10,44.278696
18.913333,10,44.305093
21.621071,9,44.327061
28.965278,5,44.338261
33.05,5,44.349866
48.513333,6,44.363815
48.848833,7,44.379901
44.3325,6,44.396082
33.7395,7,44.412533
52.993036,7,44.428358
22.38,4,44.437609
30.951833,11,44.463844
13.216667,5,44.475894
2.323333,8,44.497722
24.293333,4,44.507651
0.44,6,44.521895
47.29625,7,44.540497
30.63375,9,44.56193
47.384445,7,44.578617
17.56,10,44.603758
30.230714,5,44.615555
37.55125,8,44.633656
23.07,10,44.655631
24.238,7,44.671934
39.273333,8,44.689874
34.093333,8,44.7114
52.738929,8,44.73034
43.39125,8,44.748634
19.115556,8,44.767389
35.655556,7,44.784118
37.398889,7,44.799783
35.888393,7,44.818029
42.43,14,44.85037
25.84,12,44.87728
47.038143,6,44.8911
10.47253,6,44.907132
26.426667,4,44.915964
26.630667,6,44.930243
35.205,7,44.946154
-10.366667,11,44.971196
50.476964,8,44.99014
-13.086667,14,45.023371
22.38,4,45.033162
40.0975,9,45.053348
34.268,9,45.074035
39.470667,6,45.090239
35.596335,13,45.122731
11.43,5,45.135681
21.038611,6,45.149542
25.550833,4,45.158987
44.44,6,45.17314
21.72,6,45.188027
46.455464,8,45.206994
35.350333,11,45.235213
31.799444,6,45.248906
46.64,8,45.266796
39.689929,7,45.283457
41.923333,6,45.297624
38.914667,6,45.311546
23.2575,6,45.327256
33.134643,12,45.353796
35.705075,11,45.377936
26.591944,6,45.391786
18.593571,9,45.411178
44.649167,10,45.435749
29.142667,8,45.453701
18.825,7,45.468867
38.265,9,45.489094
31.463333,4,45.498503
30.554839,5,45.510306
18.61,5,45.523831
25.830536,13,45.554862
32.638889,7,45.572504
44.499167,7,45.590626
13.068393,5,45.601739
26.829,13,45.632286
38.816607,9,45.652658
26.145,9,45.671924
37.724286,7,45.688159
46.4,4,45.697502
29.841071,5,45.709034
45.095179,14,45.742507
36.4325,7,45.758411
41.45,4,45.767562
22.76,6,45.781353
35.259167,10,45.804003
38.372333,5,45.815923
14.615556,9,45.838323
23.266667,5,45.850513
20.649494,6,45.863862
45.153214,9,45.883523
50.105179,6,45.897362
50.475833,5,45.908762
34.08875,10,45.932929
28.595,8,45.951497
40.349107,10,45.974561
42.251929,9,45.994636
50.640833,5,46.006155
42.022833,7,46.021887
14.063333,7,46.03948
32.795446,6,46.053452
12.953661,9,46.805728
19.937,14,46.836943
32.421814,13,46.868546
36.1175,11,46.893626
40.95,10,46.917683
30.357679,6,46.931305
10.556667,7,46.946923
32.094211,10,46.972169
28.7,10,46.994216
39.853214,4,47.003424
47.0655,6,47.017241
35.648929,10,47.040059
51.828333,5,47.051588
27.775,6,47.068626
45.875,8,47.087584
37.795,6,47.102133
38.5975,7,47.117841
24.892464,8,47.135847
40.296895,7,47.151445
35.34375,6,47.168536
19.503778,9,47.188776
35.856429,5,47.200239
13.049286,4,47.209679
47.3475,6,47.223239
32.903333,5,47.235223
34.445556,6,47.249082
27.191833,6,47.264735
28.740333,7,47.280797
20.971429,9,47.300592
18.09,17,47.337446
26.027661,6,47.351326
35.295357,11,47.378412
28.155,5,47.389742
41.23,9,47.409418
22.13,7,47.426214
32.415263,7,47.441366
49.585,7,47.457317
10.927857,5,47.470508
35.358637,16,47.50572
39.8425,6,47.519856
33.4525,6,47.533687
21.23,9,47.554557
38.325,6,47.570916
25.57375,8,47.589525
28.593571,7,47.604636
44.954286,10,47.62641
44.297857,13,47.654599
45.623929,7,47.670347
19.736667,11,47.697284
43.699768,5,47.709026
54.533214,7,47.725794
32.482393,4,47.735123
26.021071,8,47.752916
46.861667,8,47.771283
37.1825,9,47.794026
40.56375,8,47.811928
26.865,5,47.823246
48.948393,12,47.850103
43.048214,9,47.87062
44.686667,8,47.891396
45.436964,4,47.900634
29.2775,5,47.911887
52.746607,6,47.924774
27.385,6,47.938538
37.407333,5,47.949656
51.009167,6,47.963976
37.66,8,47.986056
25.282222,8,48.004355
39.853214,4,48.013986
24.965833,8,48.033472
41.951071,8,48.052353
13.156667,7,48.068718
43.21875,5,48.080587
3.808,7,48.101626
21.143214,11,48.127872
22.224821,11,48.153419
21.519286,12,48.180889
-7.03,1,48.183873
35.3,13,48.215508
42.659167,7,48.231856
42.9485,7,48.248982
23.186667,4,48.258506
51.06,8,48.276348
34.0825,7,48.295065
29.145893,6,48.309362
25.266429,12,48.336003
18.153333,10,48.467449
31.884444,12,48.497639
45.43375,12,48.524343
30.493333,8,48.543247
24.04,6,48.557439
42.462667,5,48.56908
43.04875,10,48.592226
34.491786,7,48.611073
36.579167,6,48.625071
38.33875,8,48.64398
47.3475,6,48.657675
51.975833,7,48.673294
45.50125,9,48.6946
39.776667,6,48.710782
45.963393,14,48.742405
19.096429,10,48.766147
29.715188,9,48.786933
17.7875,10,48.811642
26.0525,14,48.843164
16.331111,7,48.860137
2.654667,6,48.874089
0.293571,9,48.894932
44.82,7,48.913196
39.7,10,48.93487
37.356,6,48.949002
39.088536,8,48.967612
37.995,7,48.983217
37.635,9,49.00351
21.955,7,49.020972
34.766,10,49.043927
13.306667,7,49.060593
41.533333,9,49.080471
19.996667,6,49.096676
35.279286,5,49.109236
51.906071,12,49.138125
35.035789,9,49.159209
26.77,11,49.184583
19.755,8,49.203363
23.05,8,49.223909
41.940714,7,49.239882
33.225,9,49.261398
45.03625,6,49.275123
34.517857,7,49.291
38.2975,6,50.018472
50.514167,7,50.03581
45.009167,6,50.04866
38.92,6,50.061893
26.591944,6,50.076253
35.25,7,50.092194
39.853214,4,50.103667
38.762,6,50.118425
34.368947,9,50.14221
32.805,9,50.162903
41.5225,5,50.175542
43.834643,12,50.202979
22.906667,6,50.216974
33.675,11,50.243826
38.888,6,50.257644
28.625,5,50.269348
35.259474,9,50.290844
33.327857,8,50.309864
24.963477,13,50.3391
31.634667,4,50.350013
50.444167,6,50.362823
31.31,7,50.379436
27.87,7,50.395699
31.86881,6,50.409657
35.5875,10,50.432512
48.004286,11,50.457942
32.784018,5,50.468692
41.263333,8,50.487308
49.424429,12,50.514177
49.893393,13,50.543816
46.6375,9,50.566374
38.394286,6,50.580892
40.229167,10,50.603246
4.77,6,50.61658
45.964944,10,50.639127
31.133333,5,50.652682
36.9625,10,50.676428
46.028,9,50.697314
9.697321,5,50.709052
45.436964,4,50.718233
-10.49,19,50.762331
38.34,7,50.777809
38.67225,7,50.794856
8.84,11,50.819711
44.821964,9,50.840561
37.743571,6,50.856086
49.001944,5,50.867616
37.2175,6,50.88162
13.814286,7,50.899064
19.312222,8,50.917787
9.837333,2,50.92373
37.32,5,50.935863
38.42,8,50.954632
53.815179,9,50.977767
39.516964,6,50.993071
32.03,9,51.013688
32.408889,6,51.02828
40.611333,5,51.040861
31.474643,6,51.054909
32.937857,11,51.082041
4.753333,8,51.104231
32.136111,10,51.127678
45.754167,7,51.144803
16.096667,4,51.15433
37.537556,8,51.174493
45.366167,8,51.194675
28.114,5,51.206772
38.948571,11,51.23188
49.751667,7,51.249058
48.513333,6,51.262626
35.623333,7,51.280669
24.651667,5,51.293205
30.717679,7,51.309905
49.99,5,51.322193
17.786667,6,51.336771
51.961607,8,51.356398
29.580893,9,51.378326
28.62,7,51.39623
23.573333,5,51.4087
40.6025,8,51.427209
-6.613333,6,51.441653
48.5115,11,51.467108
42.813304,6,51.482451
42.02875,5,51.493627
38.971,14,51.526695
8.973333,7,51.543192
39.775,6,51.557026
16.885089,8,51.578179
42.045429,11,51.604592
50.988333,7,51.621188
41.45,4,51.63065
35.43,9,51.651658
38.349571,4,51.660858
18.91,10,51.686335
35.003158,10,51.711339
46.866667,5,51.724702
44.056286,9,51.745641
33.769474,11,51.770767
30.138964,11,51.798323
37.9025,8,51.8181
21.923333,9,51.838441
2.326667,5,51.850023
34.823333,12,51.876802
40.79,6,51.892104
17.883684,9,51.913494
45.088333,8,51.931175
16.496842,12,51.958612
24.01,5,51.97012
33.35375,6,51.985865
41.37125,8,52.004821
40.61,6,52.018642
26.733556,7,52.03472
32.274667,10,52.05827
39.803333,9,52.078327
34.9575,7,52.09686
37.307,11,52.123384
41.201667,6,52.137437
17.497857,13,52.1673
46.817768,6,52.181472
12.73,8,52.201774
17.29,7,52.218843
50.385,7,52.234578
24.001111,7,52.251075
43.392679,6,52.265442
51.45,5,52.277462
49.815833,7,52.296888
33.606429,8,52.316437
26.656786,5,52.328061
53.213036,10,52.351227
35.902222,8,52.369793
56.300214,7,52.386473
43.428839,4,52.398001
31.945357,7,52.415513
27.190625,5,52.426972
21.188929,7,52.443433
-0.989333,10,53.17876
49.125,6,53.192967
21.702,5,53.204791
26.672,6,53.221594
41.922857,9,53.241905
36.373857,6,53.256111
38.151667,8,53.27474
34.861786,7,53.291862
45.535833,6,53.306253
45.15,6,53.322824
29.706,8,53.341569
8.917778,11,53.367246
12.065,8,53.386883
25.54,12,53.414323
53.866071,9,53.437581
35.860667,5,53.44995
37.764107,11,53.475313
36.283333,5,53.48674
36.154643,6,53.500597
32.606667,6,53.514624
30.0225,6,53.532068
23.573333,5,53.543741
16.106944,8,53.561595
38.985,5,53.575439
33.6,10,53.598545
50.9365,9,53.619855
40.199911,6,53.636782
46.013929,9,53.656631
38.698571,8,53.675111
41.776429,9,53.695804
20.706667,4,53.705592
31.34,12,53.736053
53.562143,9,53.757011
19.446667,5,53.768661
49.88125,6,53.783208
28.753889,7,53.799568
47.174167,5,53.811196
39.44,6,53.824846
49.342589,7,53.843789
17.74,9,53.864573
46.334167,7,53.880433
39.206167,7,53.89734
44.489643,11,53.921946
46.07125,8,53.943055
27.5,5,53.954616
39.524,6,53.968301
40.235,6,53.982656
47.476607,7,53.99888
38.914667,6,54.012945
39.08,10,54.035472
22.735089,3,54.045643
40.165714,10,54.067896
23.57,8,54.085901
43.754786,6,54.100031
30.991964,7,54.118558
33.613333,8,54.137361
23.85,5,54.152495
7.712667,8,54.170283
30.831071,12,54.198755
32.35,5,54.210838
46.865833,6,54.224517
32.68,4,54.233827
42.253333,5,54.247727
30.33,9,54.269228
44.1,5,54.280223
39.464,8,54.299922
45.032143,10,54.323132
9.162,4,54.332948
18.787333,7,54.351138
23.91,5,54.362378
17.735333,7,54.378109
44.902143,6,54.392163
33.38,4,54.402189
43.511617,10,54.424517
45.2095,7,54.440351
28.182589,5,54.453973
39.74,7,54.46951
44.760357,9,54.489195
51.319429,8,54.507827
35.275556,6,54.521325
48.347679,10,54.543165
40.6325,5,54.557568
4.048,5,54.568966
33.14875,7,54.587649
41.5225,5,54.599098
37.249286,5,54.611428
43.546071,7,54.627231
39.905,7,54.643048
32.152393,5,54.654717
37.895,5,54.668309
23.420893,11,54.693238
37.34625,8,54.711924
28.49125,9,54.731853
53.662679,7,54.748132
39.324,8,54.76959
21.95875,9,54.79033
40.446667,6,54.805037
25.244286,7,54.821065
23.415,10,54.843084
36.8,5,54.854729
47.323036,7,54.873392
52.270893,10,54.896151
43.69125,13,54.925799
39.55875,5,54.936936
48.51,7,54.952231
39.678,5,54.967431
24.637679,7,54.983598
38.934056,7,55.001155
40.282827,7,55.017949
48.7895,7,55.033879
34.995,10,55.056257
42.878333,5,55.070436
35.9975,9,55.090641
40.226778,11,55.119115
21.2325,5,55.131395
41.110333,7,55.147775
39.06875,6,55.161727
15.766667,5,55.176162
24.37,7,55.192652
27.378889,7,55.209055
43.825,10,55.232569
31.98,4,55.242073
44.1675,6,55.255837
45.083333,9,55.279509
29.841071,5,55.290899
33.369554,4,55.300499
48.47875,7,55.317127
12.3,9,55.337887
19.445556,7,55.353652
40.0325,4,55.362802
-12.304667,4,55.372441
25.988393,10,55.398079
42.40125,11,55.423969
28.745,9,55.444467
31.40625,8,55.462457
39.48,6,55.476456
46.927143,10,55.503163
44.143393,9,55.524208
33.285804,4,55.533713
38.694333,6,55.546718
9.032,4,55.555896
41.69875,6,55.570262
23.6175,9,55.595403
38.06875,6,55.609393
28.103333,4,55.618514
31.198,8,56.346306
29.01,8,56.364539
33.743571,12,56.391644
4.798,4,56.407839
32.983333,6,56.422523
22.668333,6,56.436864
26.85,5,56.448386
32.68,4,56.457488
34.096,9,56.477524
39.575,8,56.495231
30.968839,6,56.512171
42.81,7,56.527969
26.876667,8,56.547779
53.84375,13,56.578559
15.766667,5,56.59277
41.78,4,56.602014
13.43,9,56.624765
43.020357,7,56.648553
36.125357,13,56.694249
9.69,8,56.721944
28.114,5,56.734028
54.41375,10,56.758168
27.187768,7,56.773993
26.515179,8,56.792655
40.910982,4,56.802688
45.56375,11,56.83046
37.18625,10,56.854027
35.47,6,56.867877
29.392857,11,56.893113
44.641786,9,56.91374
35.6,10,56.939101
31.086389,8,56.957934
42.038482,4,56.967884
23.5475,8,56.985686
53.586607,4,56.994863
46.292857,10,57.017504
34.8625,6,57.033676
25.781101,5,57.045005
36.445,5,57.057334
25.946667,5,57.06988
36.568289,8,57.087593
41.50375,13,57.119704
33.340357,7,57.141618
43.21875,5,57.154167
42.548333,6,57.167506
37.386778,10,57.190078
34.764,5,57.201832
33.4975,8,57.21998
42.5765,8,57.240929
48.61875,8,57.25984
39.871429,10,57.282733
38.5,10,57.306549
45.360893,11,57.333848
46.4745,7,57.34973
10.086667,6,57.364621
33.699554,3,57.371675
31.149013,7,57.387797
41.28,9,57.408291
34.306964,7,57.424643
42.82875,8,57.444784
39.611333,5,57.457232
37.546667,8,57.475481
42.949464,11,57.50044
38.787143,9,57.521212
47.853988,4,57.533227
9.16,4,57.542563
41.3625,10,57.565734
36.1725,7,57.581215
3.716667,7,57.597757
31.705,5,57.609745
36.702143,8,57.628328
13.546667,4,57.639788
46.4025,7,57.656028
36.96,6,57.671105
35.873889,9,57.690889
33.8325,8,57.709771
31.34,6,57.72339
36.95,9,57.746475
36.427359,12,57.774178
46.704643,8,57.791962
53.586607,4,57.801028
30.907778,9,57.821663
54.078214,8,57.842123
20.082982,4,57.851448
51.45,5,57.864268
49.16125,6,57.878479
29.564286,9,57.899492
35.623333,7,57.915707
41.940714,7,57.931988
49.505179,6,57.948092
24.23,6,57.962704
22.013333,6,57.977211
39.853214,4,57.986568
29.444315,4,57.995709
37.145286,8,58.01432
39.719821,8,58.032458
3.43,6,58.048295
49.18,9,58.069311
15.113333,4,58.078862
42.818214,11,58.104845
32.39,7,58.122884
32.200297,12,58.152902
21.634906,10,58.176893
34.125278,12,58.205061
37.88,8,58.22403
54.140357,7,58.240077
37.150714,6,58.255918
30.87,11,58.281604
53.028036,9,58.302521
31.69,7,58.319994
37.13,4,58.329679
47.7225,9,58.349894
40.42,6,58.365059
42.130714,10,58.388587
27.043393,9,58.408347
38.03,9,58.428419
48.953036,9,58.448895
43.8525,8,58.468308
38.6835,6,58.482224
50.843929,6,58.496084
28.83,9,58.51665
37.460573,11,58.540796
38.31125,6,58.554096
23.397321,7,58.571767
50.329429,11,58.598248
15.2775,5,58.609788
30.0225,8,58.628281
16.355446,4,58.637371
34.412,8,58.654954
42.642679,7,58.672423
43.0175,6,58.686982
49.534464,8,58.705437
43.449107,15,58.739091
14.776667,8,58.75684
27.161111,6,58.77182
50.640833,5,58.78334
21.5,10,59.52299
40.0325,4,59.532136
46.95375,10,59.554084
26.36,8,59.57177
45.349107,10,59.597862
32.080536,13,59.627125
21.002667,5,59.638667
22.07,11,59.663203
41.27,5,59.675431
3.451333,5,59.688755
49.070536,9,59.708739
32.258095,5,59.71912
29.908889,10,59.739991
38.526429,6,59.753936
40.03375,6,59.767932
48.016607,7,59.78441
47.553064,9,59.807235
9.628,6,59.820188
35.955,6,59.834478
14.21,13,59.863626
36.483304,5,59.875381
39.52875,8,59.896407
30.197222,5,59.908809
43.247167,7,59.925602
28.48,14,59.9575
42.82875,8,59.976325
34.467321,10,60.001309
48.097143,7,60.017344
34.949286,6,60.031099
41.45,5,60.04293
29.56375,7,60.059054
41.86,8,60.077057
49.391111,8,60.096807
52.5375,9,60.118336
36.102143,5,60.13213
25.368214,10,60.155116
8.432667,4,60.164393
35.3175,7,60.179809
26.1725,9,60.202384
45.48,5,60.214214
41.9625,6,60.227764
50.578333,6,60.241423
37.691607,9,60.262068
38.328571,7,60.277612
51.198333,8,60.295419
38.606994,5,60.310596
26.350556,9,60.331744
41.8325,10,60.354875
29.597,8,60.373173
56.346429,9,60.393704
21.376964,5,60.408312
38.724286,5,60.419306
43.782964,10,60.441218
33.8325,7,60.457221
11.897768,8,60.475191
50.145833,6,60.488602
23.163333,9,60.511417
46.305893,6,60.524882
41.921214,14,60.556144
39.825,6,60.569831
43.6,10,60.592095
40.785321,8,60.613347
42.61125,11,60.637576
22.908,5,60.649302
47.670571,10,60.672008
32.983333,6,60.68555
44.999911,6,60.699208
41.5,10,60.724292
36.008393,11,60.748857
14.135446,4,60.758077
49.505179,6,60.772662
49.362,5,60.784461
40.00375,13,60.815975
36.007143,7,60.83141
24.995536,9,60.851934
34.85,10,60.875625
19.2,7,60.892154
38.465,5,60.90384
37.6075,6,60.92082
32.74,12,60.948301
50.220982,5,60.959981
36.998393,8,60.979746
40.5625,8,60.999015
10.027321,4,61.009571
36.483304,5,61.024095
46.628393,12,61.051342
45.586429,7,61.067625
32.602,6,61.081096
21.886667,6,61.094674
25.785,7,61.111609
48.235833,6,61.12881
37.075556,6,61.145807
25.596667,4,61.155406
22.206667,12,61.18355
42.182589,9,61.20459
46.374643,9,61.227762
29.04,10,61.250877
44.7075,6,61.264873
19.29,9,61.286132
46.7125,9,61.307499
44.957429,8,61.327831
37.4075,5,61.339465
37.01,5,61.350891
40.613333,5,61.362421
39.853214,4,61.372812
35.475,8,61.392004
43.465357,8,61.410892
27.253333,9,61.433518
41.123333,5,61.445096
48.630357,10,61.467584
47.0025,7,61.483976
37.562222,6,61.497765
39.523214,5,61.509705
46.8665,6,61.523674
39.201786,10,61.549384
32.767425,9,61.569466
34.351071,13,61.599206
29.37,11,61.625605
41.96875,7,61.643811
22.538222,8,61.662281
53.672321,9,61.68418
50.310833,6,61.697766
32.339911,6,61.71146
23.656667,9,61.73263
53.143929,12,61.762017
51.498333,6,61.778093
40.645536,7,61.793737
36.701429,4,61.802857
42.88875,6,61.816877
36.7525,6,61.830492
47.098333,6,61.846239
27.847768,5,61.857576
8.086,5,61.869171
37.985,6,61.883812
37.654286,6,61.897682
39.7025,5,61.909612
43.4875,6,61.923816
37.187143,5,62.651973
21.71,9,62.675414
25.106667,6,62.689565
37.400333,5,62.702094
32.6,5,62.713975
45.68125,9,62.734703
38.088393,9,62.755615
24.159107,9,62.77931
44.11,7,62.796629
47.552857,6,62.810344
50.139615,7,62.826298
33.093214,10,62.849213
35.416,5,62.861038
42.834833,7,62.880341
49.429107,9,62.901803
35.886667,10,62.924738
48.927333,7,62.940714
46.61125,7,62.956889
34.945556,7,62.975918
46.865833,6,62.989866
38.779333,5,63.002451
15.438667,8,63.021042
36.046667,9,63.041443
35.600893,10,63.064206
26.806429,5,63.078323
47.743393,7,63.094085
31.839911,6,63.109429
34.255855,11,63.135413
38.3775,6,63.151395
25.754577,10,63.177745
56.556607,5,63.18969
44.587167,5,63.201931
41.429196,5,63.213772
41.114041,10,63.236089
42.253333,5,63.248052
45.801667,6,63.261779
36.585,7,63.28087
43.72,6,63.294577
47.135,8,63.313753
39.715,8,63.331755
30.633333,5,63.34353
33.566944,8,63.361668
53.342321,10,63.387039
46.34125,7,63.403381
43.1355,7,63.419348
11.201333,8,63.437244
44.091333,7,63.452843
45.166667,6,63.467159
44.448214,8,63.487732
32.169911,5,63.499005
33.641429,9,63.519922
24.243684,7,63.535874
27.09,6,63.549734
40.216667,5,63.561527
26.716667,5,63.57255
33.699554,3,63.579589
41.718839,5,63.593807
37.573167,5,63.605548
31.08,14,63.637426
36.618571,8,63.655209
46.265,5,63.667129
36.415,11,63.694206
42.166667,5,63.705898
45.189821,13,63.735867
19.903333,6,63.749703
25.352333,9,63.770281
22.131429,6,63.784076
42.548333,6,63.800431
14.652222,9,63.821354
55.905179,6,63.834957
23.85,5,63.846911
36.018607,16,63.883194
38.7225,7,63.902111
32.524173,11,63.928065
30.197222,5,63.939169
31.919568,11,64.06755
48.400893,9,64.088151
49.8425,6,64.104385
41.441607,8,64.122992
14.26,7,64.140442
47.240714,14,64.173021
40.83625,8,64.192537
42.6225,8,64.214813
44.160833,7,64.232219
50.276964,6,64.246774
54.533214,7,64.262915
24.334105,8,64.281816
42.3775,8,64.30075
40.813333,5,64.315194
45.106964,5,64.328052
33.045833,7,64.344724
32.932,5,64.35579
45.961786,5,64.367294
42.543036,8,64.386655
39.0745,5,64.39837
23.2775,6,64.414881
35.808929,10,64.438531
31.6625,8,64.456975
36.304286,7,64.473506
47.675949,7,64.489146
34.515333,9,64.509454
31.90125,8,64.531256
32.35,5,64.543494
49.0675,6,64.55769
36.434,6,64.571704
40.89375,7,64.58819
33.425333,12,64.618295
24.571339,7,64.635524
31.705,8,64.653575
44.167321,11,64.679163
46.94125,6,64.692581
55.01375,10,64.714937
43.415,5,64.729776
53.270536,9,64.749939
41.435,9,64.769944
47.853988,4,64.779525
34.900489,12,64.805192
50.268333,11,64.83355
39.410714,6,64.846867
42.1025,11,64.870621
42.52,6,64.885403
38.265714,7,64.901553
55.946429,9,64.922447
51.112946,5,64.936918
42.55875,7,64.953033
40.214722,7,64.968696
17.525333,7,64.984506
39.241667,5,64.996375
49.51375,6,65.010216
38.794,8,65.031034
41.12,5,65.0428
41.883393,8,65.061087
47.345141,8,65.079815
47.853988,4,65.089378
39.35,9,65.109932
19.435,10,65.137663
29.835263,12,65.1675
33.245,10,65.191004
41.878946,4,65.911726
43.123214,8,65.930706
41.645833,7,65.946584
32.02,6,65.963371
49.090357,7,65.979441
29.913056,6,65.993224
44.427049,9,66.014714
42.701214,8,66.034131
39.003863,10,66.060122
26.977778,10,66.083592
48.660357,7,66.102107
44.883036,6,66.116302
41.45,4,66.126365
42.212143,6,66.141644
14.9,9,66.167723
49.0,10,66.192111
50.276071,8,66.213469
52.772202,7,66.23146
41.560677,8,66.253227
