#{"t_start": 1775311724.411631, "env_id": "None"}
r,l,t
26.136548,7,66.272818
37.134286,10,66.298076
41.2225,6,66.313844
47.038333,8,66.33347
41.8425,8,66.351944
42.04,7,66.373444
46.620714,8,66.394517
44.292,7,66.421771
42.246,7,66.444911
35.535,8,66.470032
43.419661,4,66.479855
49.18375,7,66.496919
45.829107,9,66.519671
24.776667,8,66.538599
49.100357,9,66.560458
44.674821,7,66.580704
36.683333,5,66.592815
37.380278,6,66.607302
41.977321,9,66.630897
33.93,9,66.659942
38.99875,6,66.686748
26.080893,5,66.704205
41.342,5,66.724583
46.97,7,66.74214
32.931607,10,66.766768
36.049286,8,66.789037
51.649429,7,66.806629
35.493304,8,66.827225
48.875,7,66.843758
38.3875,6,66.858335
47.047,12,66.888125
40.816161,4,66.897934
43.428839,4,66.908063
45.914167,7,66.925425
37.872857,7,66.941673
40.075,6,66.955853
43.555,9,66.978822
54.743036,7,66.994228
49.8425,6,67.00797
41.12,5,67.020982
43.073929,7,67.039823
48.44093,13,67.071412
47.404667,5,67.086193
45.013214,7,67.103842
53.102202,6,67.118993
41.78,4,67.130352
33.778512,8,67.152002
40.176607,5,67.165313
46.072167,7,67.185933
30.2875,6,67.200484
38.42375,6,67.214904
27.002,5,67.227484
22.04,8,67.246093
30.595,8,67.264812
26.585,7,67.282862
57.542143,7,67.302858
33.423214,9,67.324955
45.028333,5,67.337034
51.442946,4,67.346655
18.6,10,67.36926
35.425119,6,67.383412
48.788214,6,67.399761
32.35,11,67.42685
41.878946,4,67.437876
53.696071,9,67.459692
53.586607,4,67.46971
39.37375,8,67.487907
44.073571,7,67.506465
32.770167,6,67.520954
37.077333,6,67.536928
53.586607,4,67.547317
41.9625,6,67.562231
48.730893,8,67.580404
47.534821,6,67.59668
38.742754,9,67.617857
40.068857,7,67.636193
40.680833,7,67.652876
42.8275,8,67.671745
46.121339,5,67.685212
19.043889,9,67.710219
49.835,6,67.724682
46.94125,6,67.740446
42.253333,5,67.753841
44.179722,7,67.770728
50.5,4,67.780203
50.095893,9,67.804195
42.540714,4,67.814175
46.688,7,67.830189
34.95,9,67.851227
37.944107,11,67.876709
36.25,7,67.892436
19.776667,5,67.907689
49.655179,5,67.920022
40.76,8,67.93939
19.11,13,67.969721
47.256429,10,67.992271
27.686667,5,68.003892
48.016607,7,68.023372
32.83,9,68.045076
49.5125,7,68.061481
29.3725,8,68.07945
48.910357,7,68.095716
25.1875,8,68.117959
45.225517,9,68.139793
28.220667,5,68.153481
42.850833,7,68.17067
35.312,6,68.184792
38.481667,7,68.201385
46.087321,7,68.221261
16.096667,4,68.231208
38.3875,6,68.245572
46.08,9,68.267598
41.36875,7,68.285541
42.227778,6,68.299848
22.691399,7,68.318997
43.838917,6,68.332961
53.256607,5,68.345217
40.4975,9,68.36587
31.6,10,68.390302
44.8725,7,68.407372
31.422357,4,68.419583
38.89875,7,68.435289
39.54875,12,68.464782
42.8225,7,68.480578
38.59,6,68.495099
36.83,8,68.514795
48.611944,8,69.252742
28.599889,9,69.273696
23.282444,9,69.294132
43.1475,7,69.310703
43.34375,6,69.324714
38.95375,8,69.342985
37.3075,7,69.363774
37.946994,7,69.380815
53.030714,11,69.407076
36.702143,8,69.427047
35.4225,6,69.441906
29.57506,5,69.456468
49.420357,6,69.471772
42.731429,7,69.488128
28.182589,5,69.499716
50.092083,5,69.511527
10.903333,7,69.528415
34.721786,6,69.542372
45.015,8,69.562571
45.801667,6,69.576157
53.9975,7,69.591441
44.957143,10,69.612678
56.226607,6,69.625731
48.16625,8,69.642766
26.0375,8,69.661536
23.053333,6,69.675341
9.645556,7,69.69034
50.391964,9,69.710395
41.292679,7,69.726208
37.874643,8,69.743882
41.12,5,69.754225
39.487778,6,69.769691
36.31,7,69.785292
6.71,8,69.803538
29.545357,7,69.820212
40.825607,6,69.834553
41.5525,5,69.846384
29.630889,11,69.874906
44.3325,6,69.888582
49.8425,6,69.902328
15.923036,12,69.93078
45.318,6,69.945262
27.3,4,69.954644
32.742167,8,69.977811
41.65,10,70.001737
7.07,9,70.021966
33.811339,5,70.033668
44.292,7,70.049785
36.966,8,70.071065
23.766,5,70.08342
38.011617,15,70.116971
38.0125,5,70.129607
30.560893,8,70.148643
47.603167,6,70.165454
49.090357,7,70.18554
44.31125,8,70.204446
30.64,10,70.229118
41.45,4,70.239013
37.608036,11,70.264815
41.078786,7,70.283484
47.064167,6,70.296924
44.698333,6,70.311804
47.06,7,70.331005
30.561321,3,70.339417
44.179167,6,70.355559
24.265,7,70.377077
27.006786,9,70.401824
39.958571,6,70.418092
14.9345,6,70.434503
50.005,7,70.452474
31.133333,5,70.465596
23.53,5,70.481845
16.553333,6,70.496845
25.596667,4,70.507102
41.819167,6,70.522058
42.2325,7,70.540379
20.13,10,70.564291
48.020833,8,70.585554
35.33875,11,70.612156
28.1025,7,70.629089
17.907,8,70.650074
44.12375,8,70.669683
48.343571,11,70.699379
36.46,8,70.719251
43.616607,10,70.744361
22.973333,4,70.754601
36.79375,6,70.769115
25.121101,7,70.790206
50.17,5,70.802822
41.900893,8,70.822403
45.48,5,70.834883
51.265714,8,70.853787
35.98125,8,70.872782
48.230714,11,70.902172
36.683333,5,70.91359
49.668071,7,70.929566
38.606994,5,70.942018
39.77375,6,70.955762
39.782667,9,70.976688
16.303333,6,70.992789
56.235179,5,71.005379
47.015,6,71.020008
40.03,6,71.034823
40.235,6,71.049942
50.276964,6,71.063783
20.36,5,71.075971
42.6225,8,71.096958
28.112857,9,71.117125
47.798214,9,71.137463
40.2515,7,71.154325
39.896667,5,71.167898
50.89,5,71.179587
42.19,7,71.198052
43.4825,5,71.210113
43.259036,8,71.228387
48.780556,9,71.249775
10.357321,3,71.256898
42.911111,5,71.268181
52.146071,8,71.286637
47.19875,6,71.302796
52.402887,4,71.312129
50.844167,6,71.326158
41.315357,8,71.34544
44.769911,5,71.357582
39.544611,9,71.378313
46.594107,11,71.406055
40.959446,4,71.415051
22.01,6,71.429167
26.466548,6,71.443582
35.433333,6,71.458617
27.520625,4,71.46822
48.888571,8,71.486594
26.55,5,71.49851
42.1825,7,71.517096
25.4305,5,71.529061
52.820714,8,71.549021
39.07125,6,71.563315
43.572679,6,71.577698
13.943661,6,71.592361
27.847768,5,71.607047
44.789667,7,71.623077
36.919286,6,71.637106
45.880833,8,71.657327
42.81,7,71.67397
37.743571,6,71.687329
39.89,8,71.708017
7.676667,5,71.719949
47.971944,6,71.733842
17.26,7,72.477387
50.036667,5,72.488737
24.623333,3,72.495868
41.22375,6,72.510076
47.2975,8,72.530799
49.770556,6,72.544626
43.407519,10,72.568244
49.090357,7,72.584319
36.551111,6,72.598049
40.829868,10,72.620985
53.748214,9,72.64399
51.1775,7,72.660633
27.660268,4,72.670374
37.743571,6,72.684753
52.337143,8,72.702834
47.634833,10,72.725253
42.57,6,72.740526
45.106964,5,72.751383
56.235179,5,72.762894
37.854464,10,72.786712
44.461607,6,72.800023
36.098214,7,72.816435
52.402887,4,72.826045
37.075167,6,72.841689
30.898889,7,72.857492
23.190714,9,72.880108
45.028333,5,72.891618
20.27,11,72.917109
43.174214,12,72.946475
37.578889,7,72.961963
44.011464,8,72.981028
48.066286,9,73.001785
53.586607,4,73.011014
51.45,5,73.022293
42.24375,6,73.036192
45.047351,4,73.047176
46.683571,9,73.067483
53.0175,7,73.084367
25.313333,5,73.096316
47.209464,9,73.116946
53.586607,4,73.12748
42.52,6,73.141301
39.067321,7,73.159142
33.708869,4,73.170343
40.1,4,73.181123
49.5125,7,73.197658
27.01,4,73.207141
35.743214,6,73.221154
50.274167,9,73.242161
37.465,8,73.261583
38.3675,5,73.272374
49.885,6,73.285825
37.177333,6,73.298858
45.047351,4,73.308124
44.499167,6,73.32173
16.488036,6,73.335829
49.5075,8,73.356554
32.282143,9,73.377547
34.184722,12,73.405483
35.658571,8,73.42369
50.165179,4,73.433572
21.728375,6,73.447642
53.006667,6,73.462879
43.3125,8,73.48045
36.8375,7,73.497018
18.015,6,73.510974
44.524643,6,73.525423
47.720714,12,73.556389
47.971944,6,73.569235
50.310833,6,73.583426
46.723214,6,73.598121
23.976667,3,73.605654
51.45,5,73.617867
32.762143,7,73.634916
35.622857,7,73.651765
22.132143,5,73.665656
33.6,10,73.689214
55.671607,7,73.705151
50.345,6,73.719115
1.706667,6,73.733844
43.952679,10,73.757679
54.533214,7,73.776143
39.72,6,73.791134
48.50125,8,73.809579
50.889167,6,73.823385
51.828333,5,73.835183
42.253333,5,73.847323
40.910982,4,73.856685
39.315,4,73.86798
46.73625,6,73.882325
50.5,4,73.892913
50.045,6,73.906767
50.865,7,73.92252
39.84125,7,73.938628
49.770556,6,73.952666
44.074667,6,73.968925
45.61,6,73.981696
37.13,4,73.990278
50.5,4,73.99942
27.5,5,74.010131
52.820714,8,74.027036
51.828333,5,74.038495
46.436607,5,74.050076
23.646667,4,74.058968
52.820714,8,74.07909
29.29,8,74.098515
46.540833,6,74.112596
25.781101,5,74.124144
50.844167,6,74.137879
51.816429,10,74.160742
51.12,6,74.178807
38.344667,7,74.195862
23.189226,3,74.203126
32.955804,5,74.214418
37.4975,7,74.230479
36.695357,9,74.251089
42.792667,4,74.260238
38.349571,4,74.269862
51.952143,10,74.294325
42.765,9,74.316006
25.16,8,74.334292
40.544722,6,74.348029
49.18375,7,74.363906
19.8285,4,74.373124
38.767519,9,74.394802
48.930571,8,74.414606
33.65125,6,74.428475
25.675,8,74.446804
51.75125,7,74.463527
43.40875,7,74.48133
35.353929,4,74.490432
44.387357,10,74.514045
35.29125,6,74.52748
52.362286,7,74.543491
56.556607,5,74.555079
39.354,5,74.566607
36.495,5,74.577964
26.224833,13,74.610497
22.032,4,74.620289
50.002589,5,74.631515
32.0025,5,74.643335
41.836357,11,74.669316
43.855833,5,74.680735
36.055714,6,74.69595
49.626667,6,74.710655
33.544107,11,74.735677
27.179111,8,74.753744
49.93625,4,74.763231
39.594821,7,74.778961
19.372222,6,74.794294
53.019167,6,74.809429
40.542083,4,74.819109
44.515,11,74.844343
40.841071,6,74.858088
49.84,6,74.871652
43.085,6,74.885161
45.436964,4,75.606141
35.283333,5,75.618283
29.396667,9,75.639438
36.613333,4,75.648798
47.147768,5,75.660842
21.634,7,75.677028
42.980833,8,75.695715
40.737143,9,75.718948
39.611333,5,75.731906
13.5375,8,75.749974
41.12,5,75.761752
45.343214,6,75.776128
49.834643,7,75.791998
49.601429,8,75.812444
50.5,4,75.821191
39.76875,7,75.836665
37.206889,10,75.856917
43.867679,8,75.873454
45.235179,5,75.884692
43.4825,5,75.895644
36.763889,8,75.917151
25.415536,6,75.931381
39.193214,6,75.944738
23.69375,11,75.969158
50.908333,5,75.980821
40.941111,9,76.001175
40.5425,5,76.012924
32.266222,6,76.028779
38.321786,7,76.04353
33.318036,7,76.059324
30.18875,7,76.075355
16.779167,12,76.102936
41.629107,7,76.122169
43.470714,12,76.150417
46.224821,7,76.166978
25.246667,9,76.189556
39.149586,12,76.216563
32.714702,6,76.232559
43.4825,5,76.243342
53.6925,7,76.259261
41.9425,6,76.272911
28.177768,4,76.28246
44.0825,8,76.300712
33.335536,6,76.314585
46.868036,6,76.331553
49.8425,6,76.346168
14.135446,4,76.355325
33.699554,3,76.362528
44.867857,10,76.385192
38.280833,6,76.401443
45.436964,4,76.414464
52.023214,8,76.43504
48.763393,6,76.448864
45.35125,7,76.464724
32.9,9,76.485313
31.233333,5,76.497336
50.889167,6,76.51095
46.808036,8,76.5317
28.177768,4,76.5419
42.254071,10,76.56365
50.036667,5,76.576947
34.193333,4,76.586475
45.83125,8,76.604774
42.668536,9,76.625259
44.193889,8,76.652057
49.82093,7,76.678061
38.264107,8,76.702003
34.101111,7,76.723462
49.429107,9,76.747294
39.375,7,76.763747
45.801667,6,76.77749
49.99625,7,76.793515
35.33125,6,76.807226
51.6675,8,76.825288
47.893333,7,76.844176
40.910982,4,76.853398
52.314167,6,76.867004
28.774,3,76.8743
54.681607,10,76.89684
47.12625,5,76.908408
26.066,5,76.9198
49.946964,7,76.935638
47.549214,9,76.959736
46.73875,6,76.973746
49.616964,8,76.991716
43.48475,9,77.011877
28.512589,4,77.021334
55.533214,7,77.037779
53.942321,10,77.063606
52.101179,7,77.080028
45.27125,9,77.100784
23.316667,5,77.112549
50.606071,7,77.128053
49.090357,7,77.147863
46.072167,7,77.164798
34.182857,7,77.182143
43.93125,7,77.198231
48.566667,6,77.212202
20.082982,4,77.22117
27.252667,5,77.232757
49.93625,4,77.242938
47.994286,8,77.263612
44.619911,6,77.277318
46.868036,6,77.291259
40.82,10,77.314931
44.425,10,77.337148
44.169167,7,77.356005
50.798393,7,77.371896
12.08,8,77.389992
31.795,8,77.408298
37.13,4,77.418066
16.355446,4,77.427464
57.34125,7,77.443926
35.985149,6,77.460766
49.346964,10,77.483135
47.417321,9,77.505769
51.442946,4,77.515942
48.990571,6,77.530165
33.814435,7,77.546359
47.14625,8,77.567706
53.231429,11,77.592406
19.322857,8,77.611176
46.58,7,77.626657
35.023929,5,77.638214
38.407321,9,77.662172
49.99,5,77.676802
18.238857,4,77.68618
40.270714,7,77.701918
36.398,7,77.718608
54.667143,7,77.734589
32.973,11,77.760212
47.00125,5,77.774587
42.5525,7,77.790596
52.926607,6,77.804345
22.07,11,77.829688
31.483333,5,77.841737
43.01375,7,77.857674
25.571399,5,77.87237
39.508536,10,77.895457
24.653333,6,77.909001
40.304286,11,77.937012
42.190833,7,77.953171
44.5125,6,77.970028
47.362143,9,77.990433
39.611333,7,78.005966
48.341944,7,78.022327
24.781339,4,78.03205
39.853214,4,78.041422
43.21875,5,78.053368
20.723333,3,78.06083
32.02,6,78.78334
51.275893,9,78.805466
47.098333,6,78.818398
40.368667,5,78.830525
42.846607,8,78.848224
41.17,7,78.86382
29.306667,7,78.879919
43.910556,8,78.898086
37.266667,5,78.911925
43.93625,7,78.927675
24.623333,3,78.93586
46.540833,6,78.949281
44.120982,5,78.960862
52.093036,8,78.979401
43.0175,6,78.992648
31.88,8,79.012106
44.26,8,79.031575
53.586607,4,79.041201
39.43,6,79.054339
46.868036,6,79.067967
50.17,5,79.079494
36.23,6,79.093908
47.335,8,79.113702
26.75375,6,79.126883
33.369554,4,79.136097
34.583036,10,79.157002
46.352946,5,79.167638
37.13,4,79.176963
52.423036,7,79.194854
42.773333,8,79.214926
38.202857,6,79.228109
26.415,7,79.244596
40.305536,9,79.264416
39.644722,10,79.286414
45.2095,7,79.302137
22.71,3,79.308935
42.48375,7,79.326487
51.682143,9,79.346147
32.065804,6,79.359185
46.73625,6,79.372633
45.71,6,79.386452
42.16,8,79.404171
43.919167,8,79.423031
40.748786,8,79.441044
38.724286,5,79.452096
44.8445,10,79.473508
41.9625,6,79.487005
33.745714,7,79.503315
33.749,10,79.526715
37.384333,7,79.54361
41.955179,8,79.561227
27.55375,7,79.576935
42.88875,6,79.590929
55.8125,9,79.610976
44.3325,6,79.62616
41.54,7,79.642752
41.921111,7,79.658962
43.0175,6,79.6725
43.3475,5,79.684757
34.408889,8,79.702903
54.801429,8,79.72262
37.22625,7,79.737689
13.546667,4,79.747749
30.826667,8,79.865146
49.5125,7,79.880452
46.9575,6,79.894655
48.05375,12,79.922691
36.309464,9,79.945086
39.507321,8,79.963695
38.7175,5,79.975261
31.463333,4,79.985044
49.770556,6,79.999156
50.640833,5,80.010402
53.586607,4,80.019737
38.363571,10,80.045031
48.957096,7,80.061599
47.791429,5,80.072923
50.908333,5,80.084698
52.314167,6,80.099703
48.660571,7,80.116304
42.945607,8,80.136668
27.847768,5,80.149235
26.34,6,80.163615
48.7125,6,80.178057
44.752143,7,80.195955
13.546667,4,80.205808
41.78109,11,80.230981
11.7,9,80.254355
50.018667,6,80.268331
54.533214,7,80.284439
39.285,5,80.296313
41.800333,8,80.314829
41.94,6,80.329403
24.096,4,80.340608
27.596667,4,80.349319
51.12,6,80.363791
53.342321,10,80.386343
27.476667,5,80.398105
36.736667,6,80.411963
37.822857,6,80.425734
29.427857,8,80.445645
28.182589,5,80.457022
42.0725,8,80.475211
26.724444,7,80.491114
37.908889,6,80.506041
46.13125,6,80.520233
33.4925,9,80.543522
35.993393,8,80.562875
42.577857,6,80.576509
49.228214,9,80.596536
49.395,6,80.610904
40.214722,7,80.627018
32.68,4,80.63638
45.974821,7,80.654859
43.539145,11,80.679902
47.999333,6,80.693851
29.087333,3,80.701221
36.613333,4,80.711456
49.835,6,80.724972
9.696667,5,80.736989
41.701786,6,80.753157
52.868036,7,80.769956
37.4125,7,80.78655
37.7075,7,80.803393
39.974889,7,80.820075
49.69625,6,80.834606
44.879643,8,80.854927
40.433333,7,80.873261
16.020625,4,80.884477
56.83125,8,80.902602
39.879464,9,80.92291
49.205,6,80.936522
45.142286,8,80.956901
20.275714,6,80.971164
51.409464,8,80.98893
50.44,6,81.002763
39.516667,5,81.014643
37.633618,9,81.035174
39.72,6,81.049225
42.568214,6,81.065238
29.653571,5,81.076747
28.104,8,81.095125
50.619821,8,81.114561
49.668393,8,81.133134
53.5425,8,81.1509
55.5425,8,81.171821
39.793214,6,81.186024
44.241071,15,81.22256
39.91125,13,81.25129
40.7575,7,81.269849
46.623393,9,81.985404
37.95,5,81.996517
32.59,6,82.010244
53.357679,7,82.026624
44.7425,6,82.040688
36.315149,5,82.052902
40.836333,6,82.066692
37.451111,6,82.084522
37.95,5,82.096616
49.505,7,82.112655
46.22125,7,82.12971
31.936222,7,82.146538
46.649167,8,82.165198
28.603333,5,82.177177
50.806607,12,82.209665
44.9775,5,82.221429
40.345,11,82.246335
35.88025,8,82.265108
41.923333,6,82.278512
41.882143,7,82.29714
51.75125,7,82.313195
27.626429,8,82.331892
38.606994,5,82.34568
44.3325,6,82.359583
36.085119,4,82.368745
42.731429,7,82.387379
49.706667,6,82.401006
27.253631,5,82.412944
48.788214,6,82.427376
28.512589,4,82.437555
42.994143,8,82.456028
42.19,7,82.472045
49.491739,8,82.491985
44.408286,7,82.508444
37.216667,8,82.52786
44.683214,8,82.547118
46.46625,7,82.562949
39.72,6,82.576927
40.127667,6,82.592975
46.360833,6,82.607278
43.577167,6,82.620991
39.837321,7,82.637155
37.883833,13,82.668327
21.056667,6,82.682562
27.35,5,82.699045
37.13,4,82.708832
46.586667,6,82.722618
48.764286,10,82.746066
39.47,7,82.76274
23.883333,6,82.776403
40.816161,4,82.785752
27.213333,7,82.803929
52.820714,8,82.822176
50.472321,9,82.845493
45.565179,4,82.855191
45.921607,12,82.883686
35.69,7,82.903518
41.554722,6,82.917508
49.395,6,82.931551
49.779821,6,82.946348
51.818393,9,82.967224
43.144286,9,82.987805
43.0325,10,83.014052
44.087321,6,83.02856
37.995667,9,83.049799
39.851304,5,83.062141
25.571399,5,83.073799
44.102143,11,83.099449
45.801667,6,83.115672
44.03,8,83.134924
45.745714,8,83.154244
49.843333,8,83.172385
47.3575,6,83.186721
50.603929,8,83.209911
47.9675,6,83.223734
49.395,6,83.237574
46.660571,8,83.2575
51.285,6,83.27124
53.5425,8,83.289282
44.056786,8,83.310244
14.94,8,83.328462
41.1725,6,83.342362
40.389722,7,83.358916
52.353214,7,83.374257
43.415,5,83.386358
42.22,6,83.400514
45.575833,6,83.41698
50.335,6,83.430844
20.886667,7,83.447548
36.085119,4,83.457777
39.476607,5,83.469233
51.069167,6,83.482598
40.4975,5,83.494406
27.831579,10,83.518978
40.755536,7,83.534864
46.224821,7,83.551543
44.44,6,83.566878
36.79375,6,83.581427
45.489107,7,83.597748
37.9575,6,83.611829
36.92625,10,83.636522
30.9975,6,83.650237
45.174964,7,83.666788
43.4825,5,83.678225
49.449821,7,83.697136
34.821786,6,83.711125
52.337143,8,83.731087
48.67875,6,83.745026
48.935833,6,83.759391
51.442946,4,83.768988
54.002321,8,83.78741
36.023333,7,83.803053
53.3475,6,83.817038
40.1025,6,83.832985
40.3475,8,83.851245
17.5675,9,83.872384
47.174167,5,83.883778
42.212143,6,83.897836
54.399286,7,83.915871
47.853988,4,83.927813
49.99875,6,83.941871
40.951667,8,83.962617
34.386607,6,83.976785
44.875179,8,83.994482
27.470444,13,84.023799
48.458214,7,84.04185
40.24375,9,84.063492
54.542857,9,84.084744
42.0,5,84.096739
44.8275,7,84.112933
51.461786,7,84.131971
49.4675,8,84.150213
39.009554,6,84.164072
49.325,8,84.183211
32.516667,5,84.196662
50.578333,6,84.212903
34.443304,7,84.230057
47.005,6,84.246569
50.291964,8,84.265116
48.426667,7,84.281767
44.7075,6,84.296732
45.333056,6,84.312828
39.800667,5,84.325494
22.71,3,84.332615
40.561071,7,84.351254
44.097036,10,84.374227
19.05619,6,84.388466
49.4025,6,84.40214
44.658,8,84.420068
34.0,5,84.431457
36.9875,6,84.447102
39.08375,7,85.167924
46.968333,7,85.185606
18.701111,11,85.213794
31.36,8,85.232149
50.588333,6,85.246118
30.303333,6,85.26278
12.72,6,85.276463
46.868036,6,85.290868
52.402887,4,85.30075
52.08125,6,85.314618
44.129,7,85.330949
49.5125,7,85.347239
41.1225,6,85.363916
50.578333,6,85.377876
41.12,5,85.390009
27.74875,8,85.408407
56.676071,7,85.424361
51.984167,7,85.440222
39.37,6,85.454594
47.791429,5,85.468584
42.88875,6,85.482119
46.131667,5,85.493817
42.122143,7,85.509798
53.6325,9,85.530237
43.1525,6,85.544352
42.577857,6,85.557887
35.746,4,85.570172
45.220571,16,85.607532
39.4675,5,85.618989
55.001964,7,85.634993
32.363333,7,85.650791
45.106964,5,85.662663
41.923333,6,85.679175
46.821607,8,85.698466
25.866667,5,85.710474
55.131429,7,85.72649
53.942321,10,85.749353
34.746667,8,85.770515
45.065833,7,85.78703
32.606667,6,85.802155
40.753333,7,85.818951
38.234107,6,85.83355
52.176071,7,85.849802
39.140667,7,85.86572
43.92,5,85.880997
39.44375,7,85.898022
41.82,5,85.909425
49.60625,5,85.921151
40.813333,5,85.933333
47.791429,5,85.945684
18.353988,6,85.959195
17.643333,6,85.972523
49.36625,6,85.988421
40.699464,8,86.006481
35.856667,7,86.021996
43.032778,6,86.035362
50.245,5,86.046708
51.993393,8,86.064428
46.351393,9,86.087627
29.51506,7,86.104887
37.13,4,86.114513
46.61,8,86.132932
41.2225,6,86.146788
37.5675,6,86.160792
51.96,6,86.173977
8.069643,10,86.199184
45.61,6,86.216202
40.2925,6,86.23069
37.0975,8,86.24841
49.395,6,86.262463
50.475833,5,86.27368
42.906429,13,86.306611
52.989167,7,86.32357
30.304792,5,86.335452
43.461167,7,86.351217
47.12625,5,86.363363
42.91375,7,86.379495
35.25,8,86.403167
53.586607,4,86.415175
50.61875,9,86.436552
40.589,10,86.458955
56.743036,7,86.474809
38.253714,12,86.504441
39.853214,4,86.514727
50.843929,6,86.528781
36.02,6,86.542844
43.955,7,86.559259
56.882143,9,86.58267
42.543393,6,86.599534
56.68125,9,86.620666
39.7,5,86.633823
52.457321,7,86.656605
29.68,14,86.708321
45.953333,9,86.733865
50.238402,9,86.753925
37.32,5,86.76564
51.396429,8,86.784117
47.00125,5,86.797621
33.814435,7,86.818023
55.034643,10,86.841385
49.099554,5,86.852659
50.475833,5,86.86424
49.5155,7,86.880018
27.216667,5,86.892335
36.8,5,86.906684
27.274444,9,86.927582
43.085,6,86.941207
42.878333,5,86.952948
51.314167,7,86.969981
17.713333,6,86.983789
51.335,6,86.998084
-7.582667,8,87.02026
36.445,5,87.032007
52.256429,7,87.048021
16.343929,13,87.076768
41.532321,7,87.09293
45.880833,8,87.11426
54.679036,7,87.13155
43.419661,4,87.141118
49.885893,12,87.168935
49.18375,7,87.185593
47.664018,7,87.201723
30.81875,6,87.219591
40.01875,10,87.243007
51.971667,8,87.260604
34.308571,7,87.276532
43.21875,5,87.287942
22.87,7,87.304425
57.207321,7,87.323008
54.198393,7,87.339322
45.6625,8,87.358134
52.02125,7,87.373761
29.653571,5,87.385238
47.025893,10,87.407758
49.275,6,87.424286
34.256667,7,87.442787
22.746667,5,87.453832
53.554679,7,87.469818
43.585,6,87.483534
39.397321,6,87.497952
39.55875,5,87.509918
49.420357,6,87.526436
13.393214,10,87.550957
54.296071,9,87.572473
5.980833,8,87.590611
42.732679,8,87.608828
31.4,10,87.635418
34.543333,6,87.648819
46.888036,9,88.380815
49.485833,8,88.399673
51.485833,6,88.413217
47.305833,5,88.424662
53.662679,7,88.44021
39.882083,6,88.456995
27.75,5,88.468631
34.566786,12,88.495422
46.026167,6,88.509569
46.808036,8,88.52747
43.328536,7,88.543492
44.3175,9,88.567656
42.792778,8,88.585318
27.274444,9,88.606526
25.645,6,88.620709
28.468222,7,88.636741
46.7325,6,88.653097
53.150714,7,88.668897
51.828333,5,88.679966
43.69375,7,88.69601
42.792667,4,88.706257
37.13,4,88.718059
51.63,7,88.734414
43.505,6,88.748128
44.769911,5,88.762462
53.150714,7,88.778423
39.678,5,88.79069
45.115804,5,88.803635
42.402667,7,88.820175
56.055179,5,88.832401
51.174167,5,88.844715
45.961786,5,88.859381
53.628393,10,88.882374
52.820714,8,88.901056
46.104732,5,88.913707
31.69,7,88.930117
54.13625,8,88.947991
50.840179,6,88.965498
49.8425,6,88.979376
32.932,5,88.99111
47.98375,6,89.004488
42.878333,5,89.016596
31.298839,5,89.028062
34.082,8,89.045975
53.868393,8,89.066217
42.52,6,89.079594
46.345,8,89.098122
46.101786,5,89.111216
43.0175,6,89.125402
51.381964,6,89.139975
36.613333,4,89.149872
50.245,5,89.163881
24.85,6,89.177508
25.313333,5,89.18876
36.085119,4,89.197606
42.13375,9,89.219923
38.966964,7,89.236538
45.009167,6,89.250535
45.547321,10,89.274955
34.224179,7,89.290498
43.415,5,89.301399
20.556667,8,89.319842
40.580982,5,89.331641
49.51375,6,89.345035
50.475833,5,89.356489
35.833214,12,89.385633
46.8665,6,89.398928
35.4265,12,89.426811
46.45187,8,89.445023
31.898889,7,89.4609
44.819,6,89.476554
34.8,8,89.494493
50.89875,8,89.512556
33.708869,4,89.52279
55.604643,7,89.538965
53.672321,9,89.55884
4.95,5,89.57266
6.67,6,89.586131
45.505,6,89.600053
50.385,7,89.615999
43.790982,6,89.630552
35.584,4,89.63998
48.945,6,89.654651
47.0275,7,89.674937
35.283333,5,89.68745
42.956071,9,89.708021
46.436607,5,89.722813
39.0915,7,89.738894
46.201786,5,89.750963
31.715556,8,89.769742
51.174167,5,89.785316
42.902,8,89.803804
49.651,7,89.820106
41.1225,6,89.83503
47.00125,5,89.84738
51.048964,6,89.861771
39.215,9,89.885343
55.667143,7,89.902899
49.205,6,89.917859
47.83375,6,89.933863
55.40375,7,89.950496
44.619911,6,89.964666
39.552,5,89.977061
50.79,7,89.995634
46.104732,5,90.007214
39.523333,7,90.023502
39.080714,7,90.03975
38.06875,6,90.053902
32.723304,7,90.070009
50.165179,4,90.079522
49.8425,6,90.095479
33.456667,7,90.111671
31.783929,5,90.123736
38.651786,6,90.139015
41.352857,5,90.150788
44.206667,7,90.166588
51.069167,6,90.180907
47.80625,6,90.19622
51.314167,7,90.212117
41.27375,7,90.229906
48.49625,7,90.246131
50.475833,5,90.257541
42.0275,8,90.275824
37.1,8,90.296383
47.568929,8,90.315461
26.023958,7,90.333166
42.824321,8,90.35208
40.7975,6,90.366611
29.005893,11,90.39461
34.476667,7,90.410074
15.360625,6,90.423923
39.427143,11,90.449765
39.285,5,90.461524
47.451964,8,90.479692
44.29,7,90.498675
51.45,5,90.510099
49.36625,6,90.524038
48.843333,5,90.536865
56.152143,10,90.559793
26.868839,4,90.569028
53.471429,9,90.589837
56.434143,7,90.607555
45.801667,6,90.620852
50.36375,7,90.636183
46.868036,6,90.650912
40.119464,7,90.666996
34.83375,7,90.682976
41.388839,6,90.69899
48.438607,9,90.72034
32.228889,6,90.735655
47.21625,5,90.747842
22.132143,5,90.759754
22.21,5,90.771444
16.537738,6,90.784971
