time/fps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,train/learning_rate,train/n_updates,train/loss,eval/mean_reward,eval/mean_ep_length
519,2,108,-12.799198080000002,12.77,1395,0.9337374999999999,0.0005,223,4.908125400543213,,
520,2,112,-10.808519800000001,12.33,1423,0.9324075,0.0005,230,4.68833065032959,,
522,2,116,-11.443994150000002,12.19,1466,0.930365,0.0005,241,4.770853042602539,,
522,2,120,-10.94576805,11.75,1486,0.9294150000000001,0.0005,246,5.269540786743164,,
523,2,124,-10.841510219999998,11.33,1517,0.9279424999999999,0.0005,254,8.635305404663086,,
523,2,128,-8.807977990000001,10.74,1526,0.927515,0.0005,256,9.623567581176758,,
522,2,132,-8.806172440000001,10.21,1540,0.9268499999999998,0.0005,259,11.235766410827637,,
523,2,136,-8.43616338,9.71,1555,0.9261375,0.0005,263,8.034355163574219,,
523,3,140,-7.68600689,9.53,1598,0.924095,0.0005,274,8.17224407196045,,
523,3,144,-7.1448146,9.15,1623,0.9229074999999999,0.0005,280,5.939359664916992,,
526,3,148,-6.77244847,8.95,1683,0.9200575,0.0005,295,4.665474891662598,,
528,3,152,-8.61827244,8.94,1746,0.9170650000000001,0.0005,311,4.503942966461182,,
531,3,156,-10.46255236,8.98,1810,0.914025,0.0005,327,3.617459297180176,,
533,3,160,-11.119903139999998,9.29,1887,0.9103675,0.0005,346,4.146543025970459,,
534,3,164,-12.016283780000004,9.46,1942,0.9077550000000001,0.0005,360,4.909919738769531,,
536,3,168,-12.843433550000002,9.48,1994,0.9052849999999999,0.0005,373,3.9315590858459473,,
538,3,172,-12.42505993,9.88,2063,0.9020075000000001,0.0005,390,5.8848419189453125,,
540,3,176,-13.082149590000004,10.41,2141,0.8983025000000001,0.0005,410,3.6757636070251465,,
542,4,180,-16.043957680000002,10.74,2215,0.8947875,0.0005,428,4.592727184295654,,
544,4,184,-16.26266795,11.25,2295,0.8909874999999999,0.0005,448,3.7823939323425293,,
546,4,188,-14.20485772,11.3,2370,0.887425,0.0005,467,5.424330711364746,,
547,4,192,-15.30089808,11.5,2420,0.88505,0.0005,479,3.5247230529785156,,
548,4,196,-16.38678459,11.96,2490,0.8817250000000001,0.0005,497,3.6023173332214355,,
549,4,200,-16.24266869,12.41,2553,0.8787325,0.0005,513,4.630983352661133,,
551,4,204,-16.81687501,12.64,2619,0.8755975,0.0005,529,5.556369304656982,,
552,4,208,-16.65289505,12.87,2682,0.872605,0.0005,545,4.560046195983887,,
553,4,212,-16.11680576,13.25,2748,0.86947,0.0005,561,3.8960375785827637,,
554,5,216,-16.215429509999993,13.46,2812,0.8664300000000001,0.0005,577,3.862178325653076,,
555,5,220,-17.92571198,14.06,2892,0.86263,0.0005,597,5.0733489990234375,,
555,5,224,-19.121965069999998,14.36,2953,0.8597325,0.0005,613,4.631970405578613,,
556,5,228,-19.958313529999998,14.93,3019,0.8565975,0.0005,629,5.874045372009277,,
556,5,232,-19.784291989999996,15.44,3084,0.8535100000000001,0.0005,645,6.490842819213867,,
557,5,236,-20.67999941,15.91,3146,0.850565,0.0005,661,3.2722201347351074,,
558,5,240,-21.969870199999995,16.15,3213,0.8473825,0.0005,678,5.461317539215088,,
558,5,244,-21.753021419999996,16.37,3260,0.84515,0.0005,689,7.113950729370117,,
558,5,248,-20.267611419999998,16.26,3309,0.8428225,0.0005,702,2.9653186798095703,,
559,6,252,-18.30887774,16.25,3371,0.8398774999999999,0.0005,717,4.598790168762207,,
560,6,256,-18.32199734,16.17,3427,0.8372175,0.0005,731,5.416268348693848,,
560,6,260,-17.88249214,16.05,3492,0.83413,0.0005,747,3.933340549468994,,
561,6,264,-17.08872631,16.26,3568,0.83052,0.0005,766,5.2134294509887695,,
561,6,268,-16.361587999999998,16.42,3636,0.82729,0.0005,783,5.850673198699951,,
561,6,272,-16.58059625,16.47,3710,0.8237749999999999,0.0005,802,6.359723091125488,,
561,6,276,-17.41683394,16.24,3765,0.8211624999999999,0.0005,816,4.9148640632629395,,
562,6,280,-15.26219295,16.02,3817,0.8186925,0.0005,829,5.78377103805542,,
562,6,284,-16.204061009999993,15.85,3880,0.8157000000000001,0.0005,844,3.4943506717681885,,
562,6,288,-16.67117978,15.62,3932,0.8132299999999999,0.0005,857,4.035920143127441,,
563,7,292,-15.955165380000004,15.65,3985,0.8107125000000001,0.0005,871,4.63319206237793,,
563,7,296,-15.846376399999999,15.48,4038,0.8081950000000002,0.0005,884,5.932899475097656,,
563,7,300,-16.07976007,15.24,4077,0.8063425000000002,0.0005,894,3.932943105697632,,
564,7,304,-15.80677764,14.92,4111,0.8047275000000002,0.0005,902,4.901177406311035,,
562,7,308,-14.470893459999997,14.97,4179,0.8014975000000001,0.0005,919,5.185336589813232,,
562,7,312,-17.352874609999997,14.73,4221,0.7995025000000002,0.0005,930,4.645547866821289,,
561,7,316,-19.6370014,14.68,4280,0.7967,0.0005,944,3.3669614791870117,,
560,7,320,-19.718804079999998,14.52,4344,0.7936600000000001,0.0005,960,5.873891830444336,,
560,7,324,-18.744168520000002,14.54,4407,0.7906675000000001,0.0005,976,3.954508066177368,,
560,7,328,-18.01595465,14.52,4471,0.7876274999999999,0.0005,992,3.756645441055298,,
561,8,332,-18.96657119,14.45,4529,0.7848725000000001,0.0005,1007,5.889853000640869,,
561,8,336,-17.927425579999998,14.12,4558,0.7834949999999999,0.0005,1014,4.959146022796631,,
561,8,340,-16.03489558,13.96,4609,0.7810725,0.0005,1027,2.9037652015686035,,
561,8,344,-16.860128919999998,14.29,4689,0.7772725,0.0005,1047,2.1572701930999756,,
561,8,348,-16.427448180000003,14.55,4764,0.7737099999999999,0.0005,1065,3.0935211181640625,,
561,8,352,-17.954239360000003,14.59,4830,0.770575,0.0005,1082,3.1767995357513428,,
562,8,356,-15.897819359999998,14.8,4907,0.7669175,0.0005,1101,4.4690046310424805,,
562,8,360,-17.050445350000004,14.8,4972,0.7638300000000001,0.0005,1117,3.3505430221557617,,
,,,,,5000,0.7625475000000002,0.0005,1124,3.2349066734313965,1.5438002000000002,20.0
544,9,364,-19.13905296,14.74,5042,0.760505,0.0005,1135,3.6366703510284424,,
544,9,368,-19.17106765,14.68,5104,0.7575600000000001,0.0005,1150,4.567272186279297,,
543,9,372,-18.399910100000003,14.57,5167,0.7545675000000001,0.0005,1166,2.4528892040252686,,
543,9,376,-16.19865751,14.78,5243,0.7509575000000002,0.0005,1185,4.80209493637085,,
543,9,380,-16.830795750000004,14.63,5280,0.7492,0.0005,1194,3.9574389457702637,,
542,9,384,-15.95249777,14.53,5333,0.7466825000000001,0.0005,1208,5.804414749145508,,
542,9,388,-16.42087102,14.63,5395,0.7437375,0.0005,1223,5.298657417297363,,
542,10,392,-17.76517339,14.58,5443,0.7414575000000001,0.0005,1235,2.8165059089660645,,
542,10,396,-16.41122182,14.56,5494,0.7390350000000001,0.0005,1248,5.8663763999938965,,
542,10,400,-16.6036018,14.93,5570,0.7354250000000002,0.0005,1267,2.3238162994384766,,
542,10,404,-15.809571240000002,15.39,5650,0.731625,0.0005,1287,4.232624053955078,,
542,10,408,-15.82074084,15.39,5718,0.7283949999999999,0.0005,1304,5.436595916748047,,
542,10,412,-13.921050000000001,15.67,5788,0.7250700000000001,0.0005,1321,4.6302385330200195,,
542,10,416,-13.82783857,15.86,5866,0.721365,0.0005,1341,5.4645209312438965,,
